taxon_id,taxon,log2_fc,clr_difference,mean_rel_non_ebf,mean_rel_ebf,prevalence_non_ebf,prevalence_ebf,p_raw_dacomp (1e+03),p_raw_dacomp (1e+04),p_raw_dacomp (1e+05),p_raw_dacomp (1e+06),p_raw_dacomp (1e+07),p_raw_dacomp + permApprox(U) (1e+03),p_raw_dacomp + permApprox(C) (1e+03),p_adj_dacomp (1e+03),p_adj_dacomp (1e+04),p_adj_dacomp (1e+05),p_adj_dacomp (1e+06),p_adj_dacomp (1e+07),p_adj_dacomp + permApprox(U) (1e+03),p_adj_dacomp + permApprox(C) (1e+03)
Erysipelotrichaceae_UCG-003,Erysipelotrichaceae_UCG-003,-1.9962973954128953,0.11041687497418706,8.953711901475965e-4,2.2366865912539684e-4,0.5307262569832403,0.5786666666666667,0.17082917082917082,0.6368363163683631,0.32737672623273767,0.8186681813318186,0.11639248836075117,0.17082917082917082,0.17082917082917082,1,1,1,1,1,0.4511642203949896,0.4511642203949896
Erysipelatoclostridium,Erysipelatoclostridium,-0.09877235438282723,-0.2490106234249989,0.01173526387529891,0.01095864341532158,0.8715083798882681,0.9066666666666666,0.03296703296703297,0.11538846115388461,0.024099759002409977,0.007835992164007837,0.015481198451880155,0.027069589303146704,0.027069589303146704,0.12497026782741068,1,0.06749932500674993,0.0328978337688329,0.07098729915127008,0.15489820545689503,0.15489820545689503
Eubacterium,Eubacterium,-0.7629795108404114,-0.0026296205218632185,4.680382616134173e-4,2.753939628615203e-4,0.0446927374301676,0.037333333333333336,0.3176823176823177,0.3955604439556044,0.08140918590814092,0.4225035774964225,0.19678048032195197,0.3176823176823177,0.3176823176823177,1,1,0.15924426121592444,1,1,0.6083565557249767,0.6083565557249767
Christensenellaceae_R-7_group,Christensenellaceae_R-7_group,0.9792327713537536,0.0767743919109325,6.949539271263386e-6,1.4671854683937434e-5,0.0335195530726257,0.013333333333333334,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1
Stenotrophomonas,Stenotrophomonas,-1.9812537266927224,0.08581795025270933,8.38815872007023e-6,1.3777359416694163e-6,0.0111731843575419,0.010666666666666666,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA
Pseudomonas,Pseudomonas,1.6670222411360793,0.15034340360984866,1.3358093848442095e-6,6.41756049644419e-6,0.0111731843575419,0.029333333333333333,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA
Halomonas,Halomonas,0.6262305819175118,0.08641456640966438,1.665404636132055e-5,2.6249494621565892e-5,0.0335195530726257,0.032,1,1,1,1,0.5620019437998056,1,1,1,1,1,1,1,1,1
8_Comamonadaceae(F),8_Comamonadaceae(F),-0.13314155953288312,0.11349287313911471,2.7525133752183636e-6,2.4217056412439947e-6,0.0111731843575419,0.016,1,1,1,1,0.5619569438043056,1,1,1,1,1,1,1,1,1
Delftia,Delftia,-2.2785297908794715,0.0029153112693649508,1.3982663805459322e-4,2.8025452462768617e-5,0.055865921787709494,0.034666666666666665,0.06493506493506493,0.010298970102989701,0.03393966060339396,0.17482182517817482,0.2732314726768527,0.06493506493506493,0.06493506493506493,0.1703468944848255,0.04256416463616796,0.0930690693093069,1,1,0.23886827458256027,0.23886827458256027
Sutterella,Sutterella,1.4351610367209033,0.18892027107083076,1.4254806092447288e-5,4.02508794790908e-5,0.0111731843575419,0.04,0.5554445554445554,1,1,1,1,0.5554445554445554,0.5554445554445554,1,1,1,1,1,0.7971095571095571,0.7971095571095571
